ts_s,frame,hand,joint_id,joint_name,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,radius
0.334612,13,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.334612,13,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.355901,14,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.355901,14,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.378240,15,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.378240,15,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.400755,16,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.400755,16,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.423413,17,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.423413,17,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.444959,18,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.444959,18,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.467387,19,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.467387,19,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.491244,20,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.491244,20,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.510810,21,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.510810,21,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.532616,22,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.532616,22,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.555075,23,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.555075,23,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.577698,24,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.577698,24,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.599637,25,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.599637,25,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.622045,26,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.622045,26,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.644354,27,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.644354,27,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.666599,28,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.666599,28,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.688802,29,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.688802,29,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.711073,30,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.711073,30,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.737782,31,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.737782,31,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.755606,32,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.755606,32,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.777746,33,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.777746,33,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.799998,34,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.799998,34,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.822227,35,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.822227,35,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.844933,36,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.844933,36,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.866889,37,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.866889,37,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.889724,38,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.889724,38,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.911082,39,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.911082,39,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.933633,40,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.933633,40,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.955666,41,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.955666,41,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
0.978200,42,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
0.978200,42,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.000224,43,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.000224,43,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.045050,44,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.045050,44,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.067010,45,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.067010,45,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.092189,46,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.092189,46,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.111210,47,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.111210,47,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.133264,48,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.133264,48,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.155523,49,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.155523,49,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.177903,50,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.177903,50,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.201072,51,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.201072,51,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.222345,52,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.222345,52,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.244666,53,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.244666,53,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.267070,54,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.267070,54,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.290118,55,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.290118,55,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.311279,56,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.311279,56,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.333570,57,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.333570,57,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.355878,58,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.355878,58,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.378121,59,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.378121,59,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.401925,60,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.401925,60,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.422553,61,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.422553,61,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.444636,62,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.444636,62,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.466849,63,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.466849,63,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.490066,64,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.490066,64,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.514454,65,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.514454,65,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.533149,66,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.533149,66,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.555495,67,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.555495,67,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.578302,68,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.578302,68,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.600578,69,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.600578,69,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.622433,70,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.622433,70,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.644654,71,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.644654,71,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.669445,72,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.669445,72,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.688924,73,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.688924,73,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.711354,74,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.711354,74,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.731240,75,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.731240,75,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.755905,76,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.755905,76,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.778328,77,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.778328,77,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.801078,78,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.801078,78,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.822805,79,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.822805,79,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.845014,80,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.845014,80,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.867564,81,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.867564,81,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.890381,82,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.890381,82,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.911582,83,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.911582,83,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.933942,84,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.933942,84,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.956053,85,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.956053,85,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
1.978784,86,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
1.978784,86,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
2.001224,87,left,1,WristFallback,0.028865,1.160305,-0.004905,-0.290918,-0.058207,-0.017316,0.954819,0.0300
2.001224,87,right,1,WristFallback,0.127636,0.922280,-0.093216,-0.509548,-0.241288,-0.198736,0.801652,0.0300
2.136297,88,left,1,WristFallback,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.0300
2.136297,88,right,1,WristFallback,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.0300
2.168788,89,left,1,WristFallback,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.0300
2.168788,89,right,1,WristFallback,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.0300
2.206382,90,left,1,WristFallback,0.028863,1.160307,-0.004905,-0.290908,-0.058180,-0.017334,0.954823,0.0300
2.206382,90,right,1,WristFallback,0.190164,0.921559,0.007239,-0.376500,0.060881,-0.135847,0.914378,0.0300
2.224669,91,left,1,WristFallback,0.028860,1.160304,-0.004904,-0.290931,-0.058159,-0.017336,0.954817,0.0300
2.224669,91,right,1,WristFallback,0.190136,0.921148,0.007513,-0.375936,0.060789,-0.135951,0.914601,0.0300
2.244722,92,left,1,WristFallback,0.028872,1.160319,-0.004906,-0.290808,-0.058257,-0.017311,0.954849,0.0300
2.244722,92,right,1,WristFallback,0.190228,0.920884,0.007737,-0.375176,0.061047,-0.136892,0.914755,0.0300
2.263726,93,left,1,WristFallback,0.028886,1.160303,-0.004909,-0.290911,-0.058374,-0.017297,0.954811,0.0300
2.263726,93,right,1,WristFallback,0.190243,0.920863,0.007737,-0.374945,0.060879,-0.137374,0.914789,0.0300
2.286972,94,left,1,WristFallback,0.028864,1.160298,-0.004905,-0.290962,-0.058203,-0.017304,0.954806,0.0300
2.286972,94,right,1,WristFallback,0.190240,0.920895,0.007723,-0.375016,0.060802,-0.137323,0.914772,0.0300
2.310232,95,left,1,WristFallback,0.028857,1.160305,-0.004904,-0.290913,-0.058153,-0.017286,0.954824,0.0300
2.310232,95,right,1,WristFallback,0.190253,0.920910,0.007721,-0.375240,0.060633,-0.137303,0.914695,0.0300
2.333756,96,left,1,WristFallback,0.028879,1.160312,-0.004908,-0.290858,-0.058307,-0.017330,0.954831,0.0300
2.333756,96,right,1,WristFallback,0.190271,0.920951,0.007715,-0.375324,0.060708,-0.138003,0.914550,0.0300
2.356532,97,left,1,WristFallback,0.028865,1.160311,-0.004905,-0.290868,-0.058205,-0.017301,0.954834,0.0300
2.356532,97,right,1,WristFallback,0.190293,0.920952,0.007688,-0.375753,0.060237,-0.138005,0.914405,0.0300
2.379375,98,left,1,WristFallback,0.028865,1.160307,-0.004905,-0.290912,-0.058189,-0.017351,0.954821,0.0300
2.379375,98,right,1,WristFallback,0.190336,0.921040,0.007680,-0.376159,0.060317,-0.137953,0.914240,0.0300
2.402017,99,left,1,WristFallback,0.028865,1.160311,-0.004905,-0.290866,-0.058205,-0.017300,0.954835,0.0300
2.402017,99,right,1,WristFallback,0.190360,0.921024,0.007675,-0.376570,0.060596,-0.138007,0.914044,0.0300
2.424655,100,left,1,WristFallback,0.028865,1.160302,-0.004905,-0.290919,-0.058218,-0.017257,0.954819,0.0300
2.424655,100,right,1,WristFallback,0.190392,0.920983,0.007685,-0.377091,0.060151,-0.138275,0.913819,0.0300
2.447347,101,left,1,WristFallback,0.028865,1.160302,-0.004905,-0.290921,-0.058218,-0.017260,0.954818,0.0300
2.447347,101,right,1,WristFallback,0.190393,0.920972,0.007754,-0.377095,0.060120,-0.138096,0.913846,0.0300
2.470279,102,left,1,WristFallback,0.028878,1.160313,-0.004908,-0.290862,-0.058286,-0.017378,0.954830,0.0300
2.470279,102,right,1,WristFallback,0.190444,0.920976,0.007813,-0.377041,0.060346,-0.138848,0.913739,0.0300
2.492614,103,left,1,WristFallback,0.028877,1.160296,-0.004908,-0.290965,-0.058306,-0.017291,0.954799,0.0300
2.492614,103,right,1,WristFallback,0.190459,0.921046,0.007805,-0.376966,0.060114,-0.139032,0.913758,0.0300
2.515487,104,left,1,WristFallback,0.028871,1.160315,-0.004906,-0.290824,-0.058267,-0.017266,0.954845,0.0300
2.515487,104,right,1,WristFallback,0.190493,0.921096,0.007828,-0.376988,0.059964,-0.139331,0.913713,0.0300
2.537296,105,left,1,WristFallback,0.028871,1.160306,-0.004906,-0.290878,-0.058278,-0.017225,0.954828,0.0300
2.537296,105,right,1,WristFallback,0.190467,0.921141,0.007818,-0.377230,0.059897,-0.139145,0.913646,0.0300
2.559511,106,left,1,WristFallback,0.028871,1.160306,-0.004906,-0.290914,-0.058236,-0.017365,0.954817,0.0300
2.559511,106,right,1,WristFallback,0.190465,0.921211,0.007779,-0.377538,0.059523,-0.139202,0.913534,0.0300
2.581496,107,left,1,WristFallback,0.028871,1.160302,-0.004906,-0.290919,-0.058265,-0.017272,0.954816,0.0300
2.581496,107,right,1,WristFallback,0.190512,0.921275,0.007769,-0.377601,0.059070,-0.139551,0.913484,0.0300
2.603827,108,left,1,WristFallback,0.028858,1.160302,-0.004904,-0.290920,-0.058172,-0.017242,0.954822,0.0300
2.603827,108,right,1,WristFallback,0.190549,0.921345,0.007751,-0.377488,0.058919,-0.140127,0.913453,0.0300
2.625840,109,left,1,WristFallback,0.028865,1.160300,-0.004905,-0.290960,-0.058189,-0.017354,0.954806,0.0300
2.625840,109,right,1,WristFallback,0.190561,0.921421,0.007685,-0.377675,0.058324,-0.140701,0.913326,0.0300
2.647963,110,left,1,WristFallback,0.028865,1.160315,-0.004905,-0.290829,-0.058220,-0.017253,0.954846,0.0300
2.647963,110,right,1,WristFallback,0.190485,0.921555,0.007622,-0.377898,0.058153,-0.140990,0.913199,0.0300
2.670645,111,left,1,WristFallback,0.028864,1.160309,-0.004905,-0.290869,-0.058220,-0.017252,0.954834,0.0300
2.670645,111,right,1,WristFallback,0.190370,0.921731,0.007452,-0.378300,0.058068,-0.141262,0.912997,0.0300
2.692778,112,left,1,WristFallback,0.028865,1.160316,-0.004905,-0.290829,-0.058206,-0.017300,0.954846,0.0300
2.692778,112,right,1,WristFallback,0.190175,0.921959,0.007162,-0.378766,0.057617,-0.141587,0.912781,0.0300
2.714715,113,left,1,WristFallback,0.028858,1.160296,-0.004904,-0.290967,-0.058170,-0.017244,0.954807,0.0300
2.714715,113,right,1,WristFallback,0.190124,0.922028,0.007078,-0.378887,0.057389,-0.141534,0.912754,0.0300
